Date,open,high,low,close,adj_close,volume,Dividends,Stock Splits,ema_5,ema_10,ema_20,ema_50,ema_100,ema_200,ema_cross_5_20,ema_cross_pct_5_20,ema_signal_5_20,ema_cross_5_50,ema_cross_pct_5_50,ema_signal_5_50,ema_cross_5_100,ema_cross_pct_5_100,ema_signal_5_100,ema_cross_10_20,ema_cross_pct_10_20,ema_signal_10_20,ema_cross_10_50,ema_cross_pct_10_50,ema_signal_10_50,ema_cross_10_100,ema_cross_pct_10_100,ema_signal_10_100,ema_cross_20_50,ema_cross_pct_20_50,ema_signal_20_50,ema_cross_20_100,ema_cross_pct_20_100,ema_signal_20_100,price_ema_20_dist,price_ema_20_dist_pct,price_ema_50_dist,price_ema_50_dist_pct,price_ema_200_dist,price_ema_200_dist_pct,ema_10_slope,ema_10_accel,ema_20_slope,ema_20_accel,ema_50_slope,ema_50_accel,rsi,rsi_oversold,rsi_overbought,macd,macd_signal,macd_hist,macd_cross_signal,stoch_k,stoch_d,bb_middle,bb_upper,bb_lower,bb_width,bb_pct,atr,atr_pct,volume_sma_20,volume_sma_50,volume_ratio,volume_change,obv,pvt,returns,log_returns,high_low_range,high_low_pct,gap,gap_pct,close_position,returns_mean_5,returns_std_5,returns_mean_10,returns_std_10,returns_mean_20,returns_std_20,close_lag_1,returns_lag_1,volume_lag_1,close_lag_2,returns_lag_2,volume_lag_2,close_lag_3,returns_lag_3,volume_lag_3,close_lag_5,returns_lag_5,volume_lag_5,close_lag_10,returns_lag_10,volume_lag_10,regime,target,prediction_proba,signal
2023-02-14 00:00:00+05:30,17840.349609375,17954.55078125,17800.05078125,17929.849609375,17929.849609375,244500,0.0,0.0,17850.91062402565,17831.54026515417,17862.453702028077,17960.028174675004,17874.231887796075,17575.17508984559,-11.543078002425318,-0.06462201775288427,-1,-109.11755064935278,-0.6075577921599075,-1,-23.321263770423684,-0.13047421515408816,-1,-30.913436873906903,-0.17306377606116363,-1,-128.48790952083436,-0.7154104006474333,-1,-42.69162264190527,-0.23884451600436982,-1,-97.57447264692746,-0.5432868573364202,-1,-11.778185767998366,-0.06589477993759338,-1,67.3959073469232,0.37730486791560536,-30.178565300004266,-0.16803183718029086,354.67451952940974,2.0180425954011127,0.0012266646047776053,0.0017104783374171095,0.0003973208199947731,0.0008949863647729206,-6.857971983842415e-05,0.0003638185880490141,43.515771901835045,0,0,-58.74117868160465,-84.64861026461939,25.90743158301474,1,77.14799537857519,61.90950884924414,17864.38251953125,18239.2458451042,17489.5191939583,4.196767788230132,0.5873212786869576,239.34263392857142,1.3348836668625825,312860.0,256604.0,0.7814997123313943,0.05706874189364464,42949200,181708.09901105874,0.0089443537049958,0.008904589905162998,154.5,0.8616915555120798,69.44921875,0.3908030388074078,0.8401218648867314,0.002355637902002483,0.006180943220424406,0.0015246637412901442,0.0065538603520458654,0.00012280501413742818,0.007265421879060288,17770.900390625,-0.00479375070002519,231300.0,17856.5,-0.0020649578680046465,232000.0,17893.44921875,0.0012170079483646568,260900.0,17721.5,-0.0024261514654264627,354400.0,17662.150390625,0.0007479862801675896,398300.0,0,1,0.5504289,0
2023-02-15 00:00:00+05:30,17896.599609375,18034.099609375,17853.80078125,18015.849609375,18015.849609375,229300,0.0,0.0,17905.890285808768,17865.0510550125,17877.06283606112,17962.217250545593,17877.03619911447,17579.559910935437,28.827449747648643,0.16125383689706962,1,-56.326964736825175,-0.31358581154625703,-1,28.85408669429671,0.16140307807692408,1,-12.011781048619014,-0.06719102102381819,-1,-97.16619553309283,-0.5409476690865737,-1,-11.985144101970945,-0.06704212022888124,-1,-85.15441448447382,-0.47407518401931864,-1,0.02663694664806826,0.00014900091016981722,1,138.78677331388099,0.7763399087792214,53.63235882940717,0.2985842899087423,436.2896984395629,2.4818010271586326,0.0018792986674187606,0.0006526340626411553,0.0008178682658466219,0.0004205474458518488,0.00012188599312312753,0.00019046571296155168,54.71894047932539,0,0,-39.81410570671869,-75.68170935303925,35.86760364632056,1,97.31893331190929,74.56971741285636,17862.5099609375,18233.756503012995,17491.263418862003,4.1567119389979785,0.7065199686174017,232.78180803571428,1.2920945338852097,313370.0,256834.0,0.7317228834923573,-0.06216768916155424,43178500,182807.92976422294,0.004796470794436125,0.004785004379327248,180.298828125,1.000778936515861,-33.25,-0.18544494641279388,0.8987791535320052,0.001619824775953349,0.0054454944420824665,0.002263903273300216,0.006453582058717942,-8.009987173197563e-05,0.007062565497511052,17929.849609375,0.0089443537049958,244500.0,17770.900390625,-0.00479375070002519,231300.0,17856.5,-0.0020649578680046465,232000.0,17871.69921875,0.008475536424681795,291000.0,17616.30078125,-0.0025959245256645946,512900.0,0,1,0.43697858,0
2023-02-16 00:00:00+05:30,18094.75,18134.75,18000.650390625,18035.849609375,18035.849609375,230200,0.0,0.0,17949.210060330846,17896.105337623863,17892.185385900535,17965.1047940291,17880.181019119627,17584.10010693981,57.02467443031128,0.31871274078821066,1,-15.894733698252821,-0.0884755968890068,-1,69.02904121121901,0.3860645545892679,1,3.9199517233282677,0.021908736349318638,1,-68.99945640523583,-0.3840748896058127,-1,15.924318504235998,0.08906128236178265,1,-72.9194081285641,-0.4058946995555499,-1,12.00436678090773,0.06713783696077363,1,143.66422347446496,0.8029439689780756,70.74481534590086,0.3937901624120427,451.74950243518833,2.5690794506845367,0.001738270017574317,-0.00014102864984444352,0.0008459191522731668,2.8050886426544963e-05,0.00016075651703961746,3.887052391648993e-05,70.6419978248764,0,1,-22.936038781019306,-65.13257523863527,42.19653645761596,1,87.34236384860931,87.26976417969792,17856.0349609375,18209.1147177896,17502.955204085403,3.9547386373795455,0.7546374366526234,213.9033203125,1.1859897090809266,312090.0,257428.0,0.73760774135666,0.003924989097252585,43408700,183063.4825191485,0.0011101336008929596,0.00110951785824931,134.099609375,0.7435170079556179,78.900390625,0.43794987378192923,0.26248561732620634,0.0015984499064590097,0.005447680197733722,0.002408410558693508,0.00640491886428262,-0.00033492100786532977,0.0069141834776866445,18015.849609375,0.004796470794436125,229300.0,17929.849609375,0.0089443537049958,244500.0,17770.900390625,-0.00479375070002519,231300.0,17893.44921875,0.0012170079483646568,260900.0,17610.400390625,-0.0003349392530399564,490100.0,0,0,0.47048223,0
2023-02-17 00:00:00+05:30,17974.849609375,18034.25,17884.599609375,17944.19921875,17944.19921875,208100,0.0,0.0,17947.539779803898,17904.849679646795,17897.13908426715,17964.284967547566,17881.44870624102,17587.683182679215,50.40069553674766,0.2816131410693089,1,-16.745187743668794,-0.0932137726267365,-1,66.09107356287859,0.3696069297775149,1,7.710595379645383,0.043082837672215116,1,-59.43528790077107,-0.3308525110136071,-1,23.400973405776313,0.1308673239523868,1,-67.14588328041646,-0.37377431610395473,-1,15.69037802613093,0.0877466825193791,1,47.06013448285012,0.2629478055753576,-20.08574879756634,-0.11180934189059677,356.51603607078505,2.027077883810705,0.0004886170402980117,-0.0012496529772763054,0.000276863796108362,-0.0005690553561648048,-4.563438348581528e-05,-0.00020639090052543274,63.51567864499886,0,0,-16.762244985598954,-55.45850918802801,38.696264202429056,1,75.61260939230247,86.75796885094034,17847.85244140625,18183.51627433228,17512.188608480217,3.761391842833771,0.6435167687026069,203.02120535714286,1.1314029836728785,310605.0,257534.0,0.6699827755509409,-0.09600347523892272,43200600,182006.0082829945,-0.005081567689351307,-0.005094522761127012,149.650390625,0.8339764221332843,-61.0,-0.3382152841210891,0.3982589629474948,0.0009951279421896776,0.006084631659817339,0.0005166941589693552,0.005363872580743598,-0.00043073103737009124,0.00696853215876351,18035.849609375,0.0011101336008929596,230200.0,18015.849609375,0.004796470794436125,229300.0,17929.849609375,0.0089443537049958,244500.0,17856.5,-0.0020649578680046465,232000.0,17854.05078125,0.013835596307890219,424100.0,0,0,0.40630555,0
2023-02-20 00:00:00+05:30,17965.55078125,18004.349609375,17818.400390625,17844.599609375,17844.599609375,174600,0.0,0.0,17913.226389660933,17893.89512141556,17892.13532475361,17959.59142408982,17880.719021154564,17590.2395650344,21.091064907323016,0.11787897042195807,1,-46.36503442888716,-0.2581630802953353,-1,32.50736850636895,0.18180123779088353,1,1.7597966619505314,0.00983558770381011,1,-65.69630267425964,-0.3658006528263161,-1,13.176100260996463,0.07368887260857857,1,-67.45609933621017,-0.3755992981317436,-1,11.416303599045932,0.06384700517657806,1,-47.53571537860989,-0.26567938658973056,-114.99181471482007,-0.6402807948101624,254.36004434059942,1.4460294494579384,-0.0006118207316583302,-0.0011004377719563418,-0.0002795843229457251,-0.0005564481190540871,-0.00026127081964155696,-0.00021563643615574168,57.73976416313707,0,0,-19.679472304167575,-48.30270181125593,28.623229507088354,1,62.86548465070704,75.27348596387293,17838.69990234375,18163.529052719747,17513.870751967752,3.6418478045400557,0.5090812462865812,202.14983258928572,1.1328347904375644,307475.0,256710.0,0.5678510448003903,-0.16098029793368573,43026000,181036.88775636192,-0.005550518480140765,-0.005565979846782634,185.94921875,1.0420475820163992,21.3515625,0.1189886616823203,0.14089448144024536,0.0008437743861665625,0.0062711801401306765,0.0004626556270422966,0.005428077303527174,-0.0004868081961176718,0.007006807748957038,17944.19921875,-0.005081567689351307,208100.0,18035.849609375,0.0011101336008929596,230200.0,18015.849609375,0.004796470794436125,229300.0,17770.900390625,-0.00479375070002519,231300.0,17764.599609375,-0.005010133160870178,282500.0,0,0,0.3422213,-1
2023-02-21 00:00:00+05:30,17905.80078125,17924.900390625,17800.30078125,17826.69921875,17826.69921875,198200,0.0,0.0,17884.38399935729,17881.677684567276,17885.903314658026,17954.379965056887,17879.649322097048,17592.592397409684,-1.5193153007348883,-0.008494484589379193,-1,-69.99596569959613,-0.38985454154264,-1,4.734677260243188,0.026480817240591568,1,-4.225630090750201,-0.02362547765360653,-1,-72.70228048961144,-0.40492782614106326,-1,2.0283624702278757,0.01134453161629445,1,-68.47665039886124,-0.38139245427651436,-1,6.253992560978077,0.03497827305398496,1,-59.20409590802592,-0.3310098174326282,-127.68074630688716,-0.7111398252425399,234.10682134031595,1.330712472908686,-0.0006827712337300618,-7.095050207173159e-05,-0.00034831002462643035,-6.872570168070524e-05,-0.0002901769260709175,-2.8906106429360534e-05,59.14219954579247,0,0,-23.168733161404816,-43.275908081285706,20.10717491988089,1,55.27723114788496,64.58510839696483,17824.10732421875,18121.024830285358,17527.18981815214,3.3316395673085815,0.5043646711263128,166.84988839285714,0.935955032086734,307260.0,256796.0,0.6450563041072707,0.1351660939289805,42827800,180838.06808545088,-0.001003126492992057,-0.0010036299610954843,124.599609375,0.6989494120366769,61.201171875,0.34296747035358977,0.21186613370953836,-0.0011457216534310089,0.0043391239466854985,0.0006049581242857371,0.005362182595799949,-0.0007890783255487144,0.00688507236762628,17844.599609375,-0.005550518480140765,174600.0,17944.19921875,-0.005081567689351307,208100.0,18035.849609375,0.0011101336008929596,230200.0,17929.849609375,0.0089443537049958,244500.0,17721.5,-0.0024261514654264627,354400.0,0,0,0.39226136,-1
2023-02-22 00:00:00+05:30,17755.349609375,17772.5,17529.44921875,17554.30078125,17554.30078125,204000,0.0,0.0,17774.356259988195,17822.15461123686,17854.32212100012,17938.690585299755,17873.20677673374,17592.211386303617,-79.96586101192588,-0.44787956927174866,-1,-164.33432531155995,-0.9160887442154068,-1,-98.85051674554416,-0.5530653675098852,-1,-32.16750976326148,-0.18016651399733788,-1,-116.53597406289555,-0.6496347852634988,-1,-51.05216549687975,-0.28563517523523746,-1,-84.36846429963407,-0.4703156225280546,-1,-18.884655733618274,-0.1056590234171138,-1,-300.0213397501211,-1.6803849382623062,-384.3898040497552,-2.1427974479071046,-37.91060505361747,-0.21549652980598394,-0.0033287186124481005,-0.0026459473787180388,-0.0017657030289335296,-0.0014173930043070992,-0.0008738469269151672,-0.0005836700008442497,48.020755094024985,0,0,-47.36824328418152,-44.09437512186487,-3.2738681623166457,-1,4.1056551172260685,40.749456971939345,17795.90732421875,18082.11703980676,17509.697608630744,3.2165790748808827,0.07792043768958078,173.22837611607142,0.9868144466403306,306615.0,257124.0,0.6653294848588621,0.029263370332996974,42623800,177720.87400660804,-0.015280363131582653,-0.015398310946496917,243.05078125,1.3845654365772633,-71.349609375,-0.4002401594343106,0.10224843702287009,-0.005161088438634764,0.006308220292376556,-0.0017706318313407076,0.006605891074244468,-0.001552406581475696,0.007603403268074205,17826.69921875,-0.001003126492992057,198200.0,17844.599609375,-0.005550518480140765,174600.0,17944.19921875,-0.005081567689351307,208100.0,18015.849609375,0.004796470794436125,229300.0,17871.69921875,0.008475536424681795,291000.0,0,0,0.34822923,-1
2023-02-23 00:00:00+05:30,17574.650390625,17620.05078125,17455.400390625,17511.25,17511.25,240800,0.0,0.0,17686.654173325463,17765.626500102884,17821.648585666775,17921.928209405647,17866.039315808317,17591.40580037025,-134.99441234131154,-0.7574743250738433,-1,-235.27403608018358,-1.312771892238185,-1,-179.38514248285355,-1.0040565752261001,-1,-56.02208556389087,-0.31434850313986745,-1,-156.3017093027629,-0.8721255183955812,-1,-100.41281570543288,-0.5620317627790348,-1,-100.27962373887203,-0.559535908007064,-1,-44.39073014154201,-0.24846430345792414,-1,-310.39858566677503,-1.7416940086924169,-410.67820940564707,-2.291484513313239,-80.15580037024847,-0.4556531824680062,-0.003171788841868417,0.0001569297705796835,-0.0018300070488207476,-6.430401988721801e-05,-0.0009344258330563626,-6.057890614119543e-05,35.9114975485553,0,0,-69.2224147531997,-49.11998304813184,-20.102431705067858,-1,8.221040919767585,22.53464239495953,17776.87236328125,18085.91508154421,17467.82964501829,3.4769076578543645,0.07024976227520166,164.55329241071428,0.9397004349244873,305795.0,257780.0,0.7874556483918965,0.18039215686274512,42383000,177130.32766390932,-0.002452434977984641,-0.0024554471223785586,164.650390625,0.9402549254050967,20.349609375,0.1159237820325815,0.33920119571535334,-0.005873602154410284,0.005582221147392805,-0.0021375761239756375,0.006522887524381333,-0.001050379349124314,0.007161653622759804,17554.30078125,-0.015280363131582653,204000.0,17826.69921875,-0.001003126492992057,198200.0,17844.599609375,-0.005550518480140765,174600.0,18035.849609375,0.0011101336008929596,230200.0,17893.44921875,0.0012170079483646568,260900.0,0,0,0.3695718,-1
2023-02-24 00:00:00+05:30,17591.349609375,17599.75,17421.80078125,17465.80078125,17465.80078125,209400,0.0,0.0,17613.036375966978,17711.112733038724,17787.75831857946,17904.040859281897,17858.11380027251,17590.15599918497,-174.72194261248296,-0.9822594813984201,-1,-291.0044833149186,-1.6253564522226542,-1,-245.07742430553117,-1.3723589570909296,-1,-76.64558554073665,-0.43088951495748457,-1,-192.9281262431723,-1.0775675042271453,-1,-147.00106723378485,-0.8231612189163094,-1,-116.28254070243565,-0.6494765154769624,-1,-70.3554816930482,-0.3939692762623934,-1,-321.95753732946105,-1.8099950064712413,-438.2400780318967,-2.4477160294498668,-124.35521793497173,-0.7069591534079269,-0.0030684967436326316,0.00010329209823578545,-0.001901634796826257,-7.162774800550942e-05,-0.0009980706269296924,-6.364479387332977e-05,37.25908566231768,0,0,-89.18134814342193,-57.13225606718987,-32.04909207623206,-1,6.171547544037477,6.166081193677034,17769.944921875,18100.718114250314,17439.17172949969,3.7228386900414883,0.040252735657151546,166.14243861607142,0.9512443242478165,292450.0,258306.0,0.7160198324499915,-0.1303986710963455,42173600,176586.84467975626,-0.002595429723749043,-0.002598803690668268,177.94921875,1.0188437448630079,80.099609375,0.45741799914340786,0.247261551970146,-0.005376374561289832,0.005777709131829461,-0.002190623309550077,0.006524388190732422,-0.00037643849000282834,0.006249560103642372,17511.25,-0.002452434977984641,240800.0,17554.30078125,-0.015280363131582653,204000.0,17826.69921875,-0.001003126492992057,198200.0,17944.19921875,-0.005081567689351307,208100.0,17856.5,-0.0020649578680046465,232000.0,0,0,0.48333156,0
2023-02-27 00:00:00+05:30,17428.599609375,17451.599609375,17299.0,17392.69921875,17392.69921875,246400,0.0,0.0,17539.590656894652,17653.21936680441,17750.133642405228,17883.988245927707,17848.89766994533,17588.191255101043,-210.54298551057582,-1.1861487341570587,-1,-344.3975890330548,-1.9257314660306617,-1,-309.3070130506785,-1.732919414802303,-1,-96.91427560081866,-0.5459918080238539,-1,-230.76887912329767,-1.2903658621887382,-1,-195.67830314092134,-1.0963046948855117,-1,-133.854603522479,-0.7484605876597941,-1,-98.76402754010269,-0.5533340454206616,-1,-357.4344236552279,-2.013699901398567,-491.2890271777069,-2.747088738942648,-195.49203635104277,-1.111495966331074,-0.0032687594002108744,-0.00020026265657824283,-0.0021152005497474535,-0.0002135657529211965,-0.0011200048922919148,-0.0001219342653622224,36.32956003443067,0,0,-109.63384113412758,-67.63257308057742,-42.00126805355016,-1,11.211393209691893,8.534660557832309,17757.132421875,18125.3694608076,17388.895382942403,4.147483165457141,0.005164928300835045,166.72823660714286,0.9586104750630277,283150.0,257680.0,0.8702101359703337,0.17669531996179555,41927200,175555.55929950983,-0.004185411445805309,-0.004194194796816341,152.599609375,0.8773773837846385,-37.201171875,-0.21299436734064,0.6140200432606776,-0.005103353154422741,0.005799634791153569,-0.002129789384128089,0.006500210861562694,-0.0007123811926603829,0.006265472407440981,17465.80078125,-0.002595429723749043,209400.0,17511.25,-0.002452434977984641,240800.0,17554.30078125,-0.015280363131582653,204000.0,17844.599609375,-0.005550518480140765,174600.0,17770.900390625,-0.00479375070002519,231300.0,0,0,0.42838448,0
